timestamp,scene_id,shot_id,step,status,latency_ms,metadata
2026-02-16T21:04:34.967910,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,527.98,"{""seed"": 1609924255}"
2026-02-16T21:04:35.974820,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1006.58,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:36.504010,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,528.74,"{""seed"": 1874531648}"
2026-02-16T21:04:37.510742,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1006.40,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:38.028987,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,517.71,"{""seed"": 1020254724}"
2026-02-16T21:04:39.030619,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1001.38,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:39.561460,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,530.46,"{""seed"": 419241762}"
2026-02-16T21:04:40.567612,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1005.84,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:41.100549,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,530.74,"{""seed"": 96794509}"
2026-02-16T21:04:42.107475,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1006.57,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:04:42.634420,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,526.34,"{""seed"": 1609924255}"
2026-02-16T21:04:43.640240,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1005.58,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:44.166680,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,526.22,"{""seed"": 1874531648}"
2026-02-16T21:04:45.173330,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1006.13,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:45.690718,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,516.96,"{""seed"": 1020254724}"
2026-02-16T21:04:46.697527,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1006.63,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:47.223516,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,525.41,"{""seed"": 419241762}"
2026-02-16T21:04:48.230219,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1006.39,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:48.765666,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,529.12,"{""seed"": 96794509}"
2026-02-16T21:04:49.772129,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1006.10,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:04:50.299118,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,526.65,"{""seed"": 1609924255}"
2026-02-16T21:04:51.306016,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1006.49,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:51.838595,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,532.10,"{""seed"": 1874531648}"
2026-02-16T21:04:52.845430,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1006.51,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:53.375051,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,529.04,"{""seed"": 1020254724}"
2026-02-16T21:04:54.382006,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1006.69,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:04:54.911112,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,528.53,"{""seed"": 419241762}"
2026-02-16T21:04:55.917876,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1006.46,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:06:22.900892,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,542.15,"{""seed"": 976218427}"
2026-02-16T21:06:23.907290,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1006.08,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:06:24.437019,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,529.28,"{""seed"": 670653716}"
2026-02-16T21:06:25.444769,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1007.42,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:06:25.976529,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,531.17,"{""seed"": 1064412463}"
2026-02-16T21:06:26.983324,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1006.49,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:06:27.506629,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,522.72,"{""seed"": 1012668962}"
2026-02-16T21:06:28.513543,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1006.58,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:06:29.033460,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,519.26,"{""seed"": 1726250401}"
2026-02-16T21:06:30.039800,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1006.09,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:06:30.042002,SCENE-001,SCENE-001-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.87""}"
2026-02-16T21:06:30.042334,SCENE-002,SCENE-002-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.43""}"
2026-02-16T21:06:30.042483,SCENE-002,SCENE-002-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.36""}"
2026-02-16T21:06:30.042615,SCENE-003,SCENE-003-SHOT-001,CRITIC_QA,FAIL,0.00,"{""score"": ""0.00"", ""reason"": ""visual_consistency_failure""}"
2026-02-16T21:06:30.042738,SCENE-003,SCENE-003-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.71""}"
2026-02-16T21:06:30.574158,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,530.16,"{""seed"": 976218427}"
2026-02-16T21:06:31.580875,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1006.35,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:06:32.110790,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,529.21,"{""seed"": 670653716}"
2026-02-16T21:06:33.117675,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1006.61,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:06:33.645527,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,527.22,"{""seed"": 1064412463}"
2026-02-16T21:06:34.651755,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1005.94,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:06:35.184695,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,532.59,"{""seed"": 1012668962}"
2026-02-16T21:06:36.190410,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1005.44,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:06:36.722247,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,531.33,"{""seed"": 1726250401}"
2026-02-16T21:06:37.726470,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1003.90,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:06:37.727383,SCENE-001,SCENE-001-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.49""}"
2026-02-16T21:06:37.727575,SCENE-002,SCENE-002-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.42""}"
2026-02-16T21:06:37.727728,SCENE-002,SCENE-002-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.61""}"
2026-02-16T21:06:37.727862,SCENE-003,SCENE-003-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.53""}"
2026-02-16T21:06:37.727977,SCENE-003,SCENE-003-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.46""}"
2026-02-16T21:14:33.051310,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,540.65,"{""seed"": 1872068812}"
2026-02-16T21:14:34.059727,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1007.38,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:14:34.591895,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,531.68,"{""seed"": 329101423}"
2026-02-16T21:14:35.598768,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1006.51,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:36.127868,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,528.41,"{""seed"": 1651985912}"
2026-02-16T21:14:37.134061,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1005.84,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:37.663425,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,528.94,"{""seed"": 851223497}"
2026-02-16T21:14:38.671328,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1007.56,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:39.202412,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,530.64,"{""seed"": 1674655578}"
2026-02-16T21:14:40.209418,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1006.69,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:40.212992,SCENE-001,SCENE-001-SHOT-001,CRITIC_QA,FAIL,0.00,"{""score"": ""0.25"", ""reason"": ""visual_consistency_failure""}"
2026-02-16T21:14:40.213241,SCENE-002,SCENE-002-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.74""}"
2026-02-16T21:14:40.213389,SCENE-002,SCENE-002-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.60""}"
2026-02-16T21:14:40.213513,SCENE-003,SCENE-003-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.83""}"
2026-02-16T21:14:40.213641,SCENE-003,SCENE-003-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.77""}"
2026-02-16T21:14:40.749587,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,533.40,"{""seed"": 1872068812}"
2026-02-16T21:14:41.750404,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1000.49,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:14:42.284547,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,533.48,"{""seed"": 329101423}"
2026-02-16T21:14:43.291591,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1006.70,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:43.823556,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,531.35,"{""seed"": 1651985912}"
2026-02-16T21:14:44.829154,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1005.33,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:45.361421,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,532.03,"{""seed"": 851223497}"
2026-02-16T21:14:46.368094,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1006.42,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:46.897868,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,529.11,"{""seed"": 1674655578}"
2026-02-16T21:14:47.899331,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1001.15,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:47.900600,SCENE-001,SCENE-001-SHOT-001,CRITIC_QA,FAIL,0.00,"{""score"": ""0.01"", ""reason"": ""visual_consistency_failure""}"
2026-02-16T21:14:47.900738,SCENE-002,SCENE-002-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.96""}"
2026-02-16T21:14:47.900811,SCENE-002,SCENE-002-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.54""}"
2026-02-16T21:14:47.900884,SCENE-003,SCENE-003-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.76""}"
2026-02-16T21:14:47.900947,SCENE-003,SCENE-003-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.87""}"
2026-02-16T21:14:48.435640,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,533.62,"{""seed"": 1872068812}"
2026-02-16T21:14:49.442009,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1006.03,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:14:49.970311,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,527.79,"{""seed"": 329101423}"
2026-02-16T21:14:50.971255,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1000.64,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:51.502636,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,531.11,"{""seed"": 1651985912}"
2026-02-16T21:14:52.508969,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1006.05,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:53.033836,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,524.24,"{""seed"": 851223497}"
2026-02-16T21:14:54.040359,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1006.25,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:54.573584,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,532.68,"{""seed"": 1674655578}"
2026-02-16T21:14:55.580094,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1006.22,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:55.582982,SCENE-001,SCENE-001-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.58""}"
2026-02-16T21:14:55.583325,SCENE-002,SCENE-002-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.43""}"
2026-02-16T21:14:55.583508,SCENE-002,SCENE-002-SHOT-002,CRITIC_QA,FAIL,0.00,"{""score"": ""0.06"", ""reason"": ""visual_consistency_failure""}"
2026-02-16T21:14:55.583697,SCENE-003,SCENE-003-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.56""}"
2026-02-16T21:14:55.583843,SCENE-003,SCENE-003-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.75""}"
2026-02-16T21:14:56.113621,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,527.32,"{""seed"": 1872068812}"
2026-02-16T21:14:57.120274,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1006.38,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:14:57.655122,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,533.94,"{""seed"": 329101423}"
2026-02-16T21:14:58.662138,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1006.72,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:14:59.191079,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,527.95,"{""seed"": 1651985912}"
2026-02-16T21:15:00.197915,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1006.50,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:15:00.728375,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,529.83,"{""seed"": 851223497}"
2026-02-16T21:15:01.734821,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1006.13,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:15:02.263828,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,528.55,"{""seed"": 1674655578}"
2026-02-16T21:15:03.270764,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1006.65,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:15:03.274748,SCENE-001,SCENE-001-SHOT-001,CRITIC_QA,FAIL,0.00,"{""score"": ""0.25"", ""reason"": ""visual_consistency_failure""}"
2026-02-16T21:15:03.275117,SCENE-002,SCENE-002-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.94""}"
2026-02-16T21:15:03.275317,SCENE-002,SCENE-002-SHOT-002,CRITIC_QA,FAIL,0.00,"{""score"": ""0.18"", ""reason"": ""visual_consistency_failure""}"
2026-02-16T21:15:03.275480,SCENE-003,SCENE-003-SHOT-001,CRITIC_QA,FAIL,0.00,"{""score"": ""0.13"", ""reason"": ""visual_consistency_failure""}"
2026-02-16T21:15:03.275753,SCENE-003,SCENE-003-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.36""}"
2026-02-16T21:15:03.812037,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,534.29,"{""seed"": 1872068812}"
2026-02-16T21:15:04.818669,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1006.31,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:15:05.343797,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,524.65,"{""seed"": 329101423}"
2026-02-16T21:15:06.350032,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1005.97,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:15:06.872017,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,521.60,"{""seed"": 1651985912}"
2026-02-16T21:15:07.877728,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1005.50,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:15:08.411113,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,533.16,"{""seed"": 851223497}"
2026-02-16T21:15:09.418147,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1006.74,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:15:09.948833,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,530.09,"{""seed"": 1674655578}"
2026-02-16T21:15:10.955317,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1006.18,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:15:10.958273,SCENE-001,SCENE-001-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.73""}"
2026-02-16T21:15:10.958592,SCENE-002,SCENE-002-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.97""}"
2026-02-16T21:15:10.958760,SCENE-002,SCENE-002-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.92""}"
2026-02-16T21:15:10.958892,SCENE-003,SCENE-003-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.51""}"
2026-02-16T21:15:10.959012,SCENE-003,SCENE-003-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.77""}"
2026-02-16T21:16:28.554109,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,553.62,"{""seed"": 954852178}"
2026-02-16T21:16:29.561381,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1006.87,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:16:30.093267,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,531.11,"{""seed"": 99266124}"
2026-02-16T21:16:31.099783,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1006.26,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:16:31.630386,SCENE-002,SCENE-002-SHOT-002,IMAGE_GEN,SUCCESS,530.04,"{""seed"": 936275222}"
2026-02-16T21:16:32.637368,SCENE-002,SCENE-002-SHOT-002,VIDEO_GEN,SUCCESS,1006.64,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:16:33.167967,SCENE-003,SCENE-003-SHOT-001,IMAGE_GEN,SUCCESS,530.05,"{""seed"": 1559518410}"
2026-02-16T21:16:34.169633,SCENE-003,SCENE-003-SHOT-001,VIDEO_GEN,SUCCESS,1001.35,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:16:34.698814,SCENE-003,SCENE-003-SHOT-002,IMAGE_GEN,SUCCESS,527.42,"{""seed"": 1938627190}"
2026-02-16T21:16:35.705434,SCENE-003,SCENE-003-SHOT-002,VIDEO_GEN,SUCCESS,1006.34,"{""shot_type"": ""Medium"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
2026-02-16T21:16:35.710384,SCENE-001,SCENE-001-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.69""}"
2026-02-16T21:16:35.710833,SCENE-002,SCENE-002-SHOT-001,CRITIC_QA,PASS,0.00,"{""score"": ""0.44""}"
2026-02-16T21:16:35.711055,SCENE-002,SCENE-002-SHOT-002,CRITIC_QA,PASS,0.00,"{""score"": ""0.58""}"
2026-02-16T21:16:35.711207,SCENE-003,SCENE-003-SHOT-001,CRITIC_QA,FAIL,0.00,"{""score"": ""0.03"", ""reason"": ""visual_consistency_failure""}"
2026-02-16T21:16:35.711838,SCENE-003,SCENE-003-SHOT-002,CRITIC_QA,FAIL,0.00,"{""score"": ""0.01"", ""reason"": ""visual_consistency_failure""}"
2026-02-16T21:16:36.313369,SCENE-001,SCENE-001-SHOT-001,IMAGE_GEN,SUCCESS,595.21,"{""seed"": 954852178}"
2026-02-16T21:16:37.314435,SCENE-001,SCENE-001-SHOT-001,VIDEO_GEN,SUCCESS,1000.58,"{""shot_type"": ""Wide"", ""lens"": ""24mm"", ""movement"": ""Slow Pan""}"
2026-02-16T21:16:37.843187,SCENE-002,SCENE-002-SHOT-001,IMAGE_GEN,SUCCESS,528.54,"{""seed"": 99266124}"
2026-02-16T21:16:38.848814,SCENE-002,SCENE-002-SHOT-001,VIDEO_GEN,SUCCESS,1005.39,"{""shot_type"": ""Wide"", ""lens"": ""35mm"", ""movement"": ""Tracking""}"
